iter	Passed	Remaining
3216	164045	29729
3217	164101	29679
3218	164142	29626
3219	164182	29573
3220	164223	29520
3221	164278	29470
3222	164327	29418
3223	164377	29367
3224	164432	29317
3225	164479	29265
3226	164531	29214
3227	164583	29164
3228	164618	29110
3229	164666	29058
3230	164711	29006
3231	164763	28955
3232	164806	28903
3233	164858	28852
3234	164913	28802
3235	164957	28750
3236	165009	28699
3237	165055	28647
3238	165109	28597
3239	165162	28546
3240	165221	28496
3241	165265	28444
3242	165328	28395
3243	165384	28345
3244	165442	28295
3245	165488	28244
3246	165532	28192
3247	165584	28141
3248	165636	28090
3249	165685	28039
3250	165726	27986
3251	165772	27934
3252	165832	27885
3253	165873	27832
3254	165925	27781
3255	165985	27732
3256	166034	27680
3257	166076	27628
3258	166129	27577
3259	166177	27526
3260	166224	27474
3261	166273	27423
3262	166317	27371
3263	166362	27319
3264	166407	27267
3265	166459	27216
3266	166509	27165
3267	166570	27116
3268	166617	27064
3269	166675	27014
3270	166731	26964
3271	166780	26913
3272	166839	26863
3273	166896	26813
3274	166957	26764
3275	167041	26718
3276	167091	26667
3277	167144	26616
3278	167193	26565
3279	167257	26516
3280	167311	26465
3281	167362	26414
3282	167407	26362
3283	167458	26312
3284	167512	26261
3285	167561	26210
3286	167612	26159
3287	167656	26107
3288	167709	26056
3289	167762	26005
3290	167815	25955
3291	167868	25904
3292	167920	25853
3293	167972	25802
3294	168022	25751
3295	168075	25700
3296	168122	25649
3297	168179	25599
3298	168234	25548
3299	168281	25497
3300	168345	25448
3301	168404	25398
3302	168464	25348
3303	168513	25297
3304	168560	25245
3305	168607	25194
3306	168665	25144
3307	168715	25093
3308	168768	25042
3309	168827	24992
3310	168874	24940
3311	168936	24891
3312	168996	24841
3313	169048	24791
3314	169104	24740
3315	169159	24690
3316	169219	24640
3317	169260	24588
3318	169309	24536
3319	169358	24485
3320	169396	24432
3321	169442	24380
3322	169499	24330
3323	169539	24278
3324	169594	24227
3325	169634	24175
3326	169692	24125
3327	169740	24073
3328	169797	24023
3329	169842	23971
3330	169895	23921
3331	169939	23869
3332	169987	23817
3333	170031	23765
3334	170084	23714
3335	170139	23664
3336	170185	23612
3337	170230	23560
3338	170285	23510
3339	170332	23458
3340	170388	23408
3341	170436	23357
3342	170498	23307
3343	170548	23256
3344	170605	23206
3345	170650	23154
3346	170709	23104
3347	170759	23053
3348	170818	23003
3349	170866	22952
3350	170921	22901
3351	170968	22850
3352	171018	22799
3353	171067	22747
3354	171118	22696
3355	171168	22645
3356	171215	22594
3357	171267	22543
3358	171316	22491
3359	171374	22441
3360	171431	22391
3361	171480	22340
3362	171524	22288
3363	171591	22239
3364	171645	22188
3365	171690	22137
3366	171741	22086
3367	171793	22035
3368	171841	21983
3369	171886	21932
3370	171932	21880
3371	171987	21829
3372	172048	21780
3373	172094	21728
3374	172154	21678
3375	172205	21627
3376	172261	21577
3377	172311	21526
3378	172362	21475
3379	172415	21424
3380	172475	21374
3381	172527	21323
3382	172573	21272
3383	172629	21221
3384	172677	21170
3385	172730	21119
3386	172788	21069
3387	172833	21017
3388	172884	20966
3389	172932	20915
3390	172980	20863
3391	173029	20812
3392	173080	20761
3393	173123	20709
3394	173178	20658
3395	173229	20607
3396	173275	20556
3397	173328	20505
3398	173368	20453
3399	173418	20402
3400	173459	20350
3401	173514	20299
3402	173562	20248
3403	173606	20196
3404	173666	20146
3405	173719	20095
3406	173772	20044
3407	173818	19993
3408	173875	19942
3409	173933	19892
3410	173982	19841
3411	174034	19790
3412	174084	19739
3413	174136	19688
3414	174193	19638
3415	174232	19585
3416	174280	19534
3417	174330	19483
3418	174383	19432
3419	174428	19380
3420	174478	19329
3421	174525	19278
3422	174590	19228
3423	174634	19177
3424	174689	19126
3425	174735	19075
3426	174790	19024
3427	174824	18971
3428	174887	18921
3429	174945	18871
3430	174989	18819
3431	175044	18769
3432	175112	18720
3433	175166	18669
3434	175221	18618
3435	175275	18568
3436	175319	18516
3437	175366	18464
3438	175414	18413
3439	175466	18362
3440	175520	18312
3441	175571	18261
3442	175627	18210
3443	175679	18159
3444	175726	18108
3445	175776	18057
3446	175822	18005
3447	175866	17953
3448	175913	17902
3449	175959	17850
3450	176010	17799
3451	176060	17748
3452	176118	17698
3453	176170	17647
3454	176222	17596
3455	176281	17546
3456	176330	17495
3457	176387	17444
3458	176435	17393
3459	176493	17343
3460	176553	17293
3461	176601	17241
3462	176655	17191
3463	176707	17140
3464	176763	17089
3465	176813	17038
3466	176865	16987
3467	176918	16936
3468	176969	16885
3469	177022	16834
3470	177078	16784
3471	177128	16733
3472	177177	16682
3473	177232	16631
3474	177282	16580
3475	177330	16529
3476	177376	16477
3477	177425	16426
3478	177474	16375
3479	177518	16323
3480	177578	16273
3481	177645	16223
3482	177702	16173
3483	177749	16121
3484	177815	16072
3485	177875	16022
3486	177925	15970
3487	177972	15919
3488	178031	15869
3489	178087	15818
3490	178146	15768
3491	178204	15717
3492	178251	15666
3493	178309	15616
3494	178354	15564
3495	178398	15512
3496	178450	15461
3497	178507	15411
3498	178548	15359
3499	178605	15309
3500	178657	15258
3501	178704	15206
3502	178755	15155
3503	178808	15104
3504	178865	15054
3505	178916	15003
3506	178961	14951
3507	178992	14899
3508	179048	14848
3509	179083	14796
3510	179143	14745
3511	179201	14695
3512	179246	14643
3513	179300	14593
3514	179347	14541
3515	179384	14489
3516	179430	14438
3517	179484	14387
3518	179534	14336
3519	179587	14285
3520	179649	14235
3521	179705	14184
3522	179749	14132
3523	179809	14082
3524	179862	14031
3525	179916	13980
3526	179969	13930
3527	180012	13878
3528	180066	13827
3529	180112	13776
3530	180168	13725
3531	180210	13673
3532	180256	13622
3533	180307	13571
3534	180357	13520
3535	180408	13469
3536	180459	13418
3537	180505	13366
3538	180555	13315
3539	180605	13264
3540	180659	13213
3541	180703	13162
3542	180754	13111
3543	180804	13060
3544	180860	13009
3545	180916	12959
3546	180968	12908
3547	181024	12857
3548	181074	12806
3549	181130	12755
3550	181180	12704
3551	181225	12653
3552	181282	12602
3553	181336	12551
3554	181393	12501
3555	181451	12450
3556	181498	12399
3557	181551	12348
3558	181604	12297
3559	181651	12246
3560	181702	12195
3561	181759	12144
3562	181809	12093
3563	181857	12042
3564	181913	11991
3565	181959	11940
3566	182011	11889
3567	182056	11837
3568	182106	11786
3569	182167	11736
3570	182226	11685
3571	182273	11634
3572	182317	11583
3573	182372	11532
3574	182425	11481
3575	182473	11430
3576	182519	11378
3577	182563	11327
3578	182616	11276
3579	182666	11225
3580	182721	11174
3581	182768	11123
3582	182821	11072
3583	182869	11021
3584	182906	10969
3585	182956	10918
3586	183009	10867
3587	183061	10816
3588	183124	10766
3589	183185	10715
3590	183244	10665
3591	183292	10613
3592	183339	10562
3593	183389	10511
3594	183446	10460
3595	183501	10410
3596	183553	10359
3597	183614	10308
3598	183659	10257
3599	183712	10206
3600	183757	10154
3601	183800	10103
3602	183856	10052
3603	183917	10002
3604	183966	9951
3605	184015	9899
3606	184060	9848
3607	184115	9797
3608	184162	9746
3609	184216	9695
3610	184265	9644
3611	184320	9593
3612	184358	9541
3613	184423	9491
3614	184476	9440
3615	184523	9389
3616	184567	9338
3617	184619	9287
3618	184673	9236
3619	184730	9185
3620	184783	9134
3621	184826	9083
3622	184888	9032
3623	184955	8982
3624	184996	8930
3625	185049	8879
3626	185106	8829
3627	185159	8778
3628	185215	8727
3629	185268	8676
3630	185313	8625
3631	185365	8574
3632	185415	8523
3633	185464	8471
3634	185514	8420
3635	185571	8370
3636	185612	8318
3637	185674	8268
3638	185722	8216
3639	185778	8166
3640	185830	8115
3641	185880	8064
3642	185935	8013
3643	185988	7962
3644	186041	7911
3645	186089	7860
3646	186144	7809
3647	186203	7758
3648	186264	7707
3649	186312	7656
3650	186367	7605
3651	186427	7555
3652	186483	7504
3653	186540	7453
3654	186596	7402
3655	186649	7351
3656	186704	7300
3657	186747	7249
3658	186789	7197
3659	186849	7147
3660	186905	7096
3661	186958	7045
3662	187017	6994
3663	187070	6943
3664	187131	6892
3665	187184	6841
3666	187233	6790
3667	187289	6739
3668	187344	6689
3669	187395	6637
3670	187434	6586
3671	187483	6535
3672	187542	6484
3673	187594	6433
3674	187653	6382
3675	187713	6332
3676	187760	6280
3677	187787	6228
3678	187829	6177
3679	187894	6126
3680	187958	6076
3681	188018	6025
3682	188076	5974
3683	188133	5923
3684	188184	5872
3685	188232	5821
3686	188283	5770
3687	188334	5719
3688	188383	5668
3689	188434	5617
3690	188489	5566
3691	188547	5515
3692	188601	5464
3693	188653	5413
3694	188712	5362
3695	188762	5311
3696	188818	5260
3697	188864	5209
3698	188927	5158
3699	188989	5107
3700	189034	5056
3701	189088	5005
3702	189135	4954
3703	189160	4902
3704	189211	4851
3705	189261	4800
3706	189320	4749
3707	189367	4698
3708	189419	4647
3709	189471	4596
3710	189528	4545
3711	189576	4494
3712	189638	4443
3713	189695	4392
3714	189753	4341
3715	189805	4290
3716	189857	4239
3717	189922	4188
3718	189976	4137
3719	190028	4086
3720	190079	4035
3721	190127	3984
3722	190180	3933
3723	190233	3882
3724	190290	3831
3725	190339	3780
3726	190390	3729
3727	190446	3678
3728	190503	3627
3729	190558	3576
3730	190618	3525
3731	190672	3474
3732	190717	3423
3733	190764	3371
3734	190811	3320
3735	190857	3269
3736	190898	3218
3737	190957	3167
3738	191012	3116
3739	191058	3065
3740	191109	3014
3741	191158	2962
3742	191209	2911
3743	191259	2860
3744	191308	2809
3745	191354	2758
3746	191408	2707
3747	191461	2656
3748	191520	2605
3749	191572	2554
3750	191632	2503
3751	191684	2452
3752	191741	2401
3753	191787	2350
3754	191839	2299
3755	191898	2248
3756	191946	2196
3757	191986	2145
3758	192024	2094
3759	192080	2043
3760	192124	1992
3761	192203	1941
3762	192304	1890
3763	192357	1839
3764	192415	1788
3765	192461	1737
3766	192509	1686
3767	192561	1635
3768	192611	1584
3769	192674	1533
3770	192726	1482
3771	192775	1430
3772	192843	1380
3773	192889	1328
3774	192936	1277
3775	192979	1226
3776	193021	1175
3777	193066	1124
3778	193111	1073
3779	193160	1022
3780	193206	970
3781	193246	919
3782	193296	868
3783	193347	817
3784	193398	766
3785	193452	715
3786	193506	664
3787	193558	613
3788	193603	562
3789	193645	510
3790	193690	459
3791	193739	408
3792	193793	357
3793	193839	306
3794	193890	255
3795	193941	204
3796	193982	153
3797	194023	102
3798	194077	51
3799	194116	0
